;FirstOcc;TonesName
0;1;H
1;0;H
2;0;H
3;1;B
4;1;H
5;0;H
6;1;Gis
7;1;A
8;1;Gis
9;0;Gis
10;1;H
11;0;H
12;1;F
13;0;F
14;0;F
15;0;F
16;0;F
17;1;E
18;0;E
19;0;E
20;1;F
21;1;C
22;1;F
23;0;F
24;0;F
25;0;F
26;0;F
27;0;F
28;0;F
29;0;F
30;0;F
31;0;F
32;0;F
33;0;F
34;1;E
35;1;F
36;0;F
37;1;Dis
38;1;F
39;0;F
40;0;F
41;1;G
42;0;G
43;0;G
44;0;G
45;0;G
46;0;G
47;0;G
48;0;G
49;0;G
50;0;G
51;0;G
52;0;G
53;0;G
54;0;G
55;0;G
56;0;G
57;1;E
58;1;F
59;0;F
60;0;F
61;0;F
62;0;F
63;0;F
64;0;F
65;0;F
66;0;F
67;0;F
68;0;F
69;0;F
70;0;F
71;0;F
72;0;F
73;1;E
74;0;E
75;0;E
76;0;E
77;1;F
78;0;F
79;0;F
80;0;F
81;1;E
82;1;F
83;0;F
84;0;F
85;0;F
86;0;F
87;1;E
88;0;E
89;0;E
90;0;E
91;0;E
92;0;E
93;0;E
94;1;Gis
95;0;Gis
96;0;Gis
97;0;Gis
98;1;Fis
99;0;Fis
100;1;D
101;1;F
102;0;F
103;0;F
104;1;Cis
105;0;Cis
106;0;Cis
107;1;C
108;0;C
109;0;C
110;0;C
111;0;C
112;0;C
113;0;C
114;0;C
115;0;C
116;0;C
117;0;C
118;0;C
119;0;C
120;0;C
121;0;C
122;0;C
123;0;C
124;0;C
125;0;C
126;0;C
127;0;C
128;0;C
129;0;C
130;0;C
131;0;C
132;0;C
133;0;C
134;0;C
135;0;C
136;0;C
137;0;C
138;0;C
139;0;C
140;0;C
141;0;C
142;1;D
143;0;D
144;0;D
145;0;D
146;0;D
147;0;D
148;0;D
149;0;D
150;0;D
151;0;D
152;0;D
153;0;D
154;0;D
155;0;D
156;0;D
157;0;D
158;0;D
159;0;D
160;0;D
161;0;D
162;0;D
163;0;D
164;0;D
165;0;D
166;0;D
167;0;D
168;0;D
169;0;D
170;0;D
171;0;D
172;0;D
173;0;D
174;0;D
175;1;E
176;0;E
177;0;E
178;0;E
179;0;E
180;0;E
181;0;E
182;0;E
183;0;E
184;0;E
185;0;E
186;0;E
187;0;E
188;0;E
189;0;E
190;0;E
191;0;E
192;0;E
193;0;E
194;0;E
195;0;E
196;0;E
197;0;E
198;0;E
199;0;E
200;0;E
201;0;E
202;1;F
203;0;F
204;0;F
205;0;F
206;0;F
207;0;F
208;0;F
209;0;F
210;0;F
211;0;F
212;0;F
213;0;F
214;0;F
215;0;F
216;0;F
217;0;F
218;0;F
219;0;F
220;0;F
221;0;F
222;0;F
223;0;F
224;0;F
225;0;F
226;0;F
227;0;F
228;0;F
229;0;F
230;0;F
231;0;F
232;0;F
233;0;F
234;1;G
235;0;G
236;0;G
237;0;G
238;0;G
239;0;G
240;0;G
241;0;G
242;0;G
243;0;G
244;0;G
245;0;G
246;0;G
247;0;G
248;0;G
249;0;G
250;0;G
251;0;G
252;0;G
253;0;G
254;0;G
255;0;G
256;0;G
257;0;G
258;0;G
259;0;G
260;0;G
261;0;G
262;0;G
263;0;G
264;0;G
265;0;G
266;0;G
267;0;G
268;0;G
269;0;G
270;0;G
271;1;A
272;0;A
273;0;A
274;0;A
275;0;A
276;0;A
277;0;A
278;0;A
279;0;A
280;0;A
281;0;A
282;0;A
283;0;A
284;0;A
285;0;A
286;0;A
287;0;A
288;0;A
289;0;A
290;0;A
291;1;H
292;0;H
293;0;H
294;0;H
295;0;H
296;0;H
297;0;H
298;0;H
299;0;H
300;0;H
301;0;H
302;0;H
303;0;H
304;0;H
305;0;H
306;0;H
307;0;H
308;0;H
309;0;H
310;0;H
311;0;H
312;0;H
313;0;H
314;0;H
315;0;H
316;0;H
317;0;H
318;0;H
319;0;H
320;0;H
321;0;H
322;0;H
323;1;C
324;0;C
325;0;C
326;0;C
327;0;C
328;0;C
329;0;C
330;0;C
331;0;C
332;0;C
333;0;G
334;0;C
335;0;C
336;0;C
337;0;C
338;0;C
339;0;C
340;0;G
341;0;C
342;0;G
343;0;G
344;0;G
345;0;C
346;0;C
347;0;C
348;0;C
349;0;C
350;0;C
351;0;C
352;0;C
353;1;D
354;0;D
355;0;D
356;0;D
357;0;D
358;0;D
359;0;D
360;0;D
361;0;D
362;0;D
363;0;D
364;0;D
365;0;D
366;0;D
367;0;D
368;0;D
369;0;D
370;0;D
371;0;D
372;0;D
373;0;D
374;0;D
375;0;D
376;0;D
377;0;D
378;0;D
379;0;D
380;0;D
381;0;D
382;0;D
383;1;E
384;0;E
385;0;E
386;0;E
387;0;E
388;0;E
389;0;E
390;0;E
391;0;E
392;0;E
393;0;E
394;0;E
395;0;E
396;0;E
397;0;E
398;0;E
399;0;E
400;0;E
401;0;E
402;0;E
403;0;E
404;0;E
405;0;E
406;0;E
407;0;E
408;0;E
409;0;E
410;0;E
411;0;E
412;0;E
413;0;E
414;0;E
415;1;F
416;0;F
417;0;F
418;0;F
419;0;F
420;0;F
421;0;F
422;0;F
423;0;F
424;0;F
425;0;F
426;0;F
427;0;F
428;0;F
429;0;F
430;0;F
431;0;F
432;0;F
433;0;F
434;0;F
435;0;F
436;0;F
437;0;F
438;0;F
439;0;F
440;0;F
441;0;F
442;0;F
443;0;F
444;0;F
445;1;G
446;0;G
447;0;G
448;0;G
449;0;G
450;0;G
451;0;G
452;0;G
453;0;G
454;0;G
455;0;G
456;0;G
457;0;G
458;0;G
459;0;G
460;0;G
461;0;G
462;0;G
463;0;G
464;0;G
465;0;G
466;0;G
467;0;G
468;0;G
469;0;G
470;0;G
471;0;G
472;0;G
473;0;G
474;0;G
475;0;G
476;0;G
477;0;G
478;0;G
479;0;G
480;0;G
481;1;A
482;0;A
483;0;A
484;0;A
485;0;A
486;0;A
487;0;A
488;0;A
489;0;A
490;0;A
491;0;A
492;0;A
493;0;A
494;0;A
495;0;A
496;0;A
497;0;A
498;0;A
499;0;A
500;0;A
501;0;A
502;0;A
503;0;A
504;0;A
505;0;A
506;1;H
507;0;H
508;0;H
509;0;H
510;0;H
511;0;H
512;0;H
513;0;H
514;0;H
515;0;H
516;0;H
517;0;H
518;0;H
519;0;H
520;0;H
521;0;H
522;0;H
523;0;H
524;0;H
525;0;H
526;0;H
527;0;H
528;0;H
529;0;H
530;0;H
531;0;H
532;0;H
533;0;H
534;0;H
535;0;H
536;0;H
537;0;H
538;0;H
539;1;C
540;0;C
541;0;C
542;0;C
543;0;C
544;0;C
545;0;C
546;0;C
547;0;C
548;0;C
549;0;C
550;0;C
551;0;C
552;0;C
553;0;C
554;0;C
555;0;C
556;0;C
557;0;C
558;0;C
559;0;C
560;0;C
561;0;C
562;0;C
563;0;C
564;0;C
565;1;H
566;0;H
567;0;H
568;0;H
569;0;H
570;0;H
571;0;H
572;0;H
573;0;H
574;0;H
575;0;H
576;0;H
577;0;H
578;0;H
579;0;H
580;0;H
581;0;H
582;0;H
583;0;H
584;0;H
585;0;H
586;0;H
587;0;H
588;0;H
589;0;H
590;0;H
591;0;H
592;0;H
593;0;H
594;0;H
595;0;H
596;1;A
597;0;A
