;FirstOcc;0;1
0;0.0;0.42730117338717727;0.027107872530314353
1;0.0;0.43591251053513574;0.03253013746537172
2;0.0;0.45598505567389785;0.029858560825691577
3;0.0;0.45743388519015366;0.022816568646525794
4;0.0;0.45853443300367874;0.013279346900198705
5;0.0;0.4585254861598878;0.004196369896950547
6;0.0;0.44414515531420756;0.0026697546742761764
7;0.0;0.4376693609570684;0.004531995102940639
8;0.0;0.43236125875555137;0.006063404971414832
9;0.0;0.43001359404093137;0.005741108880748365
10;0.0;0.4362621901822093;0.0015429170183938468
11;0.0;0.43417344626660054;0.0
12;0.0;0.4303162597444358;0.0037653312395435137
13;0.0;0.4289107019822788;0.012361747587022569
14;0.0;0.4353732911420936;0.02476549627125184
15;0.0;0.4436575093139769;0.028862521107229734
16;0.0;0.4486237388498993;0.03304958939132861
17;0.0;0.45461823172343735;0.038687133922800335
18;0.0;0.4664768000168032;0.04681885319935676
19;0.0;0.4727681947617884;0.04452893036534519
20;0.0;0.4727386228622415;0.04840003149123388
21;0.0;0.47265431606498903;0.0557789913772134
22;0.0;0.47759376959004957;0.06461590715801342
23;0.0;0.48551151127591524;0.07854627106491707
24;0.0;0.4922474953353923;0.08859412258892863
25;0.0;0.4961552229222365;0.09508674425234649
26;0.0;0.4959691457768715;0.10035241605558129
27;0.0;0.48929256359851997;0.12496908652120556
28;0.0;0.4867485199640747;0.1511943606526817
29;0.0;0.49312288808247845;0.1678620837396396
30;0.0;0.5050496760597429;0.17408208184287904
31;0.0;0.4895993801213782;0.19430973354331446
32;0.0;0.49215649991213345;0.21253782615937747
33;0.0;0.4941805512649515;0.23353022386489042
34;0.0;0.49336995861483596;0.25688014891019223
35;0.0;0.5041980053528035;0.27481787777661604
36;0.0;0.49493726929080256;0.290173402201069
37;0.0;0.48441917907375504;0.3005442210661587
38;0.0;0.47911696974531165;0.3077043533178328
39;0.0;0.48557955890512644;0.31819983297371907
40;0.0;0.4904126611259996;0.3043645948394841
