;FirstOcc;0;1
0;0.0;0.03602875207276979;0.03747539594679662
1;0.0;0.025868756628877554;0.04218184201192518
2;0.0;0.04034708458759151;0.030121680354438875
3;0.0;0.028417148321048025;0.0551620160014903
4;0.0;0.03822022757508803;0.0589518540354905
5;0.0;0.048065207881121896;0.057430557047892114
6;0.0;0.04187470607342836;0.06354383048113131
7;0.0;0.047958183507361696;0.07419929245860078
8;0.0;0.045038140842751595;0.07192841095529595
9;0.0;0.04148292492691441;0.07746550645253306
10;0.0;0.042631070545059435;0.09701023652019189
11;0.0;0.05337591380499318;0.08635477454272242
12;0.0;0.04754712409069217;0.07528228569872339
13;0.0;0.036750724867691265;0.06508555327443728
14;0.0;0.02952443410310268;0.05799652208104046
15;0.0;0.04532567419123956;0.06225870687202793
16;0.0;0.012519832402103859;0.07404077969555731
17;0.0;0.0;0.08490135080534002
18;0.0;0.014915670188869523;0.09321763249166935
19;0.0;0.024554426642632965;0.10067645587589746
20;0.0;0.03689788338161115;0.09971729408287797
21;0.0;0.04355324076082656;0.09280996745275541
22;0.0;0.04479714668980961;0.08474177419824976
23;0.0;0.04400708468540282;0.08474177419824976
24;0.0;0.04007346566977188;0.08129087687771143
25;0.0;0.03444547286425803;0.08079980646549074
26;0.0;0.03506764669272755;0.08595583302499502
27;0.0;0.05323907279408613;0.09980793359570536
28;0.0;0.04850602083094491;0.11314172934658412
29;0.0;0.04732752219170333;0.10795591515375616
30;0.0;0.047767357029620205;0.09285826597250171
31;0.0;0.046631485138299844;0.0777225311743539
32;0.0;0.025062792417993363;0.0777225311743539
33;0.0;0.025151390425514952;0.09719513261560556
34;0.0;0.034699592647943645;0.11997160813006597
35;0.0;0.04572569040896557;0.13326157350619833
36;0.0;0.07037562494646066;0.12420443082534927
37;0.0;0.0751053955019163;0.11674645851635895
38;0.0;0.07351706797388768;0.11397195324107515
39;0.0;0.07424686566406002;0.1149755837152713
40;0.0;0.0896530747499944;0.1032545755400549
41;0.0;0.06944118100386953;0.09620980025902476
42;0.0;0.0484455672047297;0.09060525704919042
43;0.0;0.03801826324241331;0.08692690987134484
44;0.0;0.03612211443183688;0.09172186776120575
45;0.0;0.04431209784021917;0.08300387856262754
46;0.0;0.04621209599442766;0.08081661520143738
47;0.0;0.04197037172827556;0.08342537357415633
48;0.0;0.04197037172827556;0.0738354577944345
49;0.0;0.035761948386297426;0.0728090610576268
50;0.0;0.03435630692078928;0.07495526003859176
51;0.0;0.036859074425324545;0.07978426093796569
52;0.0;0.038834229436341516;0.08777585742106724
53;0.0;0.06250643069138406;0.09075674844152136
54;0.0;0.0664355377714485;0.09375253327863735
55;0.0;0.06229361247174747;0.09857685326420274
56;0.0;0.06885112710832475;0.10710122284617832
57;0.0;0.0415307577543389;0.1166783724973329
58;0.0;0.036208346039586115;0.12555381061490806
59;0.0;0.041004249580713914;0.138592283258264
60;0.0;0.04422908453616192;0.15886170389092416
61;0.0;0.04920647516392518;0.1508701074078227
62;0.0;0.05968672337717429;0.13216687798155707
63;0.0;0.065871798241387;0.11288555570000203
64;0.0;0.06240208823736948;0.10022836476318706
65;0.0;0.059004821618419356;0.10076113786206053
66;0.0;0.0434500341787023;0.11149085615402851
67;0.0;0.04056334197490008;0.12677531634998487
68;0.0;0.057876017374422606;0.14250212290079586
69;0.0;0.0752573814713744;0.149428173186151
70;0.0;0.07722117776347859;0.15808701265570105
71;0.0;0.06730081973665958;0.15922277256056855
72;0.0;0.054225735291682176;0.14764687271340066
73;0.0;0.06576064055602204;0.11461494058324773
74;0.0;0.04445417648262562;0.12239100226237037
75;0.0;0.04524903439057182;0.13561841360852206
76;0.0;0.0651156861857316;0.147511551750587
77;0.0;0.07127816982010526;0.1581670137280557
78;0.0;0.08662455631976318;0.1683386394328262
79;0.0;0.08712692721569648;0.1724823119969478
80;0.0;0.08082018785112477;0.17874026822061484
81;0.0;0.0854815536771254;0.20164951147217422
82;0.0;0.07345655124367845;0.1965551878674119
83;0.0;0.0437668162283924;0.19220193802597757
84;0.0;0.020310556840686056;0.18934700614072045
85;0.0;0.03025448420925181;0.18723974385188535
86;0.0;0.012162064308335108;0.19256747484061967
