;FirstOcc;0;1
0;0.0;0.1518428803417844;0.0
1;0.0;0.1513844614536839;0.022319041104408424
2;0.0;0.17858884816467402;0.005556635159504469
3;0.0;0.15911838862370553;0.013545294135937053
4;0.0;0.12183964304859463;0.01748414277719025
5;0.0;0.0859829547544313;0.006999331509234333
6;0.0;0.08394898191622646;0.010943427025682323
7;0.0;0.08420586752793646;0.03370165101672805
8;0.0;0.10122144932724764;0.06648334991605058
9;0.0;0.12448516398739429;0.10251053261613009
10;0.0;0.08694141534886324;0.12568209377526202
11;0.0;0.05203403463773881;0.15548570518002552
12;0.0;0.043405818168485544;0.1641273086250843
13;0.0;0.07633504604884123;0.15511900690255492
14;0.0;0.17930492098295825;0.15709105466077883
15;0.0;0.20271404826570372;0.09088404017163017
16;0.0;0.1738822628101524;0.11962836577327325
17;0.0;0.12686287583008515;0.19502129842671395
18;0.0;0.1210152039202459;0.17431479696536123
19;0.0;0.08364526228271996;0.029979284559418243
20;0.0;0.12954514243506288;0.056191701386734905
21;0.0;0.1693265017127017;0.1441417666811753
22;0.0;0.06669562225161885;0.11061695479136861
23;0.0;0.0989075413230962;0.08577047447297932
24;0.0;0.20009301330263618;0.09527703501025979
25;0.0;0.22619556451080491;0.16114377992662615
26;0.0;0.04764346201231917;0.29516937690441836
27;0.0;0.09357734860844369;0.1615631412847477
28;0.0;0.10913526323576872;0.11665824575586
29;0.0;0.11841999113895407;0.11622003451277822
30;0.0;0.13871525726493283;0.1259176201728735
31;0.0;0.17091982720317533;0.113592321683974
32;0.0;0.17364508623757313;0.09237765064361657
33;0.0;0.1549731434277255;0.08850895466699825
34;0.0;0.12231239274650374;0.11005262421491123
35;0.0;0.09917595171192262;0.12287093464336767
36;0.0;0.08752219730532462;0.16751679000062125
37;0.0;0.09721967925510122;0.20279697313599743
38;0.0;0.12485399026033228;0.21763921708848838
39;0.0;0.1414647684390049;0.22503439618182808
40;0.0;0.15943253066434693;0.2315986257073554
41;0.0;0.1685387748453775;0.22507520521111724
42;0.0;0.16049407955497386;0.21375808407437186
43;0.0;0.11828914316222128;0.2290414542006084
44;0.0;0.10251282565721853;0.27630005907592614
45;0.0;0.1032991495081994;0.30142229183508334
46;0.0;0.10580984725728948;0.30746727504508264
47;0.0;0.08385989037832964;0.3153554660779782
48;0.0;0.08447344278798785;0.34949552266649964
